0.000000000000000000e+00,6.099999999999999645e+00,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
8.333333333333332871e-02,6.700000000000000178e+00,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
1.666666666666666574e-01,7.500000000000000000e+00,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
2.500000000000000000e-01,8.099999999999999645e+00,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
3.333333333333333148e-01,8.900000000000000355e+00,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
4.166666666666666852e-01,9.599999999999999645e+00,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
5.000000000000000000e-01,1.009999999999999964e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
5.833333333333333703e-01,1.069999999999999929e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
6.666666666666666297e-01,1.150000000000000000e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
7.500000000000000000e-01,1.209999999999999964e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
8.333333333333333703e-01,1.280000000000000071e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
9.166666666666666297e-01,1.340000000000000036e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
1.000000000000000000e+00,1.430000000000000071e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
1.083333333333333259e+00,1.509999999999999964e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
1.166666666666666741e+00,1.590000000000000036e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
1.250000000000000000e+00,1.669999999999999929e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
1.333333333333333259e+00,1.739999999999999858e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
1.416666666666666741e+00,1.830000000000000071e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
1.500000000000000000e+00,1.910000000000000142e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
1.583333333333333259e+00,1.989999999999999858e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
1.666666666666666741e+00,2.060000000000000142e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
1.750000000000000000e+00,2.139999999999999858e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
1.833333333333333259e+00,2.219999999999999929e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
1.916666666666666741e+00,2.289999999999999858e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
2.000000000000000000e+00,2.360000000000000142e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
2.083333333333333481e+00,2.419999999999999929e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
2.166666666666666519e+00,2.489999999999999858e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
2.250000000000000000e+00,2.569999999999999929e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
2.333333333333333481e+00,2.650000000000000000e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
2.416666666666666519e+00,2.719999999999999929e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
2.500277777777777821e+00,2.769999999999999929e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
2.583611111111111303e+00,2.730000000000000071e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
2.666944444444444340e+00,2.739999999999999858e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
2.750277777777777821e+00,2.839999999999999858e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
2.833611111111111303e+00,2.900000000000000000e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
2.916944444444444340e+00,2.939999999999999858e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
3.000277777777777821e+00,3.019999999999999929e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
3.083611111111111303e+00,3.110000000000000142e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
3.166944444444444340e+00,3.200000000000000000e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
3.250277777777777821e+00,3.270000000000000284e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
3.333611111111111303e+00,3.360000000000000142e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
3.416944444444444340e+00,3.429999999999999716e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
3.500277777777777821e+00,3.520000000000000284e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
3.583611111111111303e+00,3.610000000000000142e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
3.666944444444444340e+00,3.670000000000000284e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
3.750277777777777821e+00,3.729999999999999716e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
3.833611111111111303e+00,3.820000000000000284e+01,5.999999999999999778e-02,1.000000000000000056e-01,6.000000000000000125e-03,5.999999999999999778e-01
3.916944444444444340e+00,3.900000000000000000e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
4.000277777777777821e+00,3.970000000000000284e+01,5.000000000000000278e-02,1.000000000000000056e-01,5.000000000000000971e-03,5.000000000000000000e-01
